CreateObject(19377, 2022.61682, -1386.78284, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19378, 2033.12000, -1396.53186, 5.64157,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2053.76172, -1405.98462, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2033.05920, -1386.78357, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2043.29224, -1386.78357, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2053.76172, -1386.78357, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2053.76172, -1396.37231, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19378, 2029.15845, -1408.03528, 2.49423,   0.00000, 90.00000, 0.00000);
CreateObject(19378, 2019.32410, -1406.34497, 2.49423,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2012.22144, -1386.78284, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2022.61584, -1396.36694, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2033.05920, -1396.36694, 2.57319,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2043.29224, -1396.36694, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2043.29272, -1405.98462, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2053.76172, -1415.53320, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2043.29224, -1415.53320, 2.57320,   0.00000, 90.00000, 0.00000);
CreateObject(19377, 2012.22144, -1396.36694, 2.57320,   0.00000, 90.00000, 0.00000);
